"entryID";"content";"category";"gender";"variantOf";"feminineOf";"phonetic1";"phonetic2";"originatingEntry";"processStatus";"typeModif";"raisonModif";"destinataireModif";"dateModif";"commentaireModif"
"94802";"se vasculariser";"verb";NULL;NULL;NULL;"v a s k y l a R i z e";"v a s k y l a R i z e";"VASCULARISÉ, -ÉE, adj.#vedette2:Vasculariser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"94882";"vaudevillique chez stendhal";"adjective";NULL;NULL;NULL;"v o d @ v i l i k @ S e s t E n d a l";"v O/ d @ v i l i k @ S e s t E n d a l";"VAUDEVILLE, subst. masc.#vedette2:Vaudevillesque, vaudevillier, -ière (surtout chez Goncourt), vaudevillique (chez Stendhal), ad";"0";NULL;NULL;NULL;NULL;NULL
"94893";"vau-l'eau à";"functionWord";NULL;NULL;NULL;"a v o l o";"a v o l o";"VAU(-)L'EAU (À), (VAU LEAU , VAU-LEAU )loc. adv. et subst.";"1";NULL;NULL;NULL;NULL;NULL
"94894";"vau-l'eau à";"commonNoun";NULL;NULL;NULL;"a v o l o";"a v o l o";"VAU(-)L'EAU (À), (VAU LEAU , VAU-LEAU )loc. adv. et subst.";"1";NULL;NULL;NULL;NULL;NULL
"94896";"vau-vent à";"functionWord";NULL;NULL;NULL;"a v o v a~";"a v o v a~";"VAU-VENT (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"94898";"vaux ou vals";"commonNoun";"masculine";NULL;NULL;"v o u v a l";"v o u v a l";"VAL, VAUX ou VALS, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94938";"se veinuler";"verb";NULL;NULL;NULL;"v E n y l e";"v E/ n y l e";"VEINULE, subst. fém.#vedette2:Veinuler (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"95065";"veru montanum";"commonNoun";"masculine";NULL;NULL;"v e R y m o~ t a n O m";"v E/ R y m o~ t a n O m";"VERUMONTANUM, VERU MONTANUM, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95164";"vice-premier ministre";"commonNoun";"masculine";NULL;NULL;"v i s @ p R @ m j e m i n i s t R @";"v i s @ p R @ m j e m i n i s t R @";"VICE-, élém. formant#vedette3:Vice-premier ministre, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95262";"se vigorifier";"verb";NULL;NULL;NULL;"v i g O R i f j e";"v i g O/ R i f j e";"VIGUEUR, subst. fém.#vedette2:Vigorifier (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"95326";"visé au";"functionWord";NULL;NULL;NULL;"v i z e o";"v i z e o";"VISER1 verbe trans.#vedette2:Visé (au), loc. adj. ou adv.";"0";NULL;NULL;NULL;NULL;NULL
"95415";"vomito negro";"commonNoun";"masculine";NULL;NULL;"v O m i t o n e g R o";"v O/ m i t o n E/ g R o";"VOMITO NEGRO, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95425";"vous plaît";"functionWord";NULL;NULL;NULL;"v u p l E";"v u p l E/";"S'IL TE/VOUS PLAÎT, loc. interj.";"0";NULL;NULL;NULL;NULL;NULL
"95439";"vrac en";"functionWord";NULL;NULL;NULL;"a~ v R a k";"a~ v R a k";"VRAC (EN), loc. adj. ou adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95440";"vrac en";"commonNoun";"masculine";NULL;NULL;"a~ v R a k";"a~ v R a k";"VRAC (EN), loc. adj. ou adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95453";"vulgum pecus";"commonNoun";"masculine";NULL;NULL;"v y l g O m p e k y s";"v y l g O m p E/ k y s";"VULGUM PECUS, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"95491";"white spirit";"commonNoun";"masculine";NULL;NULL;"w a j t @ s p i R i t";"w a j t @ s p i R i t";"WHITE SPIRIT, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
